国家,新增确诊,累计确诊,累计治愈,累计死亡,死亡率（%）,感染占比,人口（万人）
玻利维亚,371,147716,126720,9026,6.11,1317,1121
科威特,0,146710,142599,913,0.62,3501,419
卡塔尔,0,141272,138919,241,0.17,5251,269
斯洛伐克,3565,139088,101584,1309,0.94,2556,544
危地马拉,0,130082,118793,4476,3.44,754,1724
摩尔多瓦,1403,128656,111314,2625,2.04,3184,404
阿曼,116,126835,118736,1480,1.17,2631,482
希腊,1199,126372,23074,3785,3.00,1134,1114
埃及,523,122609,105450,6966,5.68,123,9937
埃塞俄比亚,300,117542,96307,1813,1.54,110,10667
丹麦,2,116636,82623,961,0.82,2028,575
巴勒斯坦,2197,115606,90952,1048,0.91,2289,505
洪都拉斯,301,114943,52392,3001,2.61,1221,941
突尼斯,1483,113241,86801,3956,3.49,972,1165
缅甸,0,110667,89418,2319,2.10,205,5385
委内瑞拉,355,108480,103271,965,0.89,335,3238
波黑,0,102330,67649,3457,3.38,2923,350
斯洛文尼亚,2108,100389,77453,2190,2.18,4826,208
立陶宛,3417,99869,43379,907,0.91,3479,287
中国,119,95368,88918,4764,5.00,6.8,140005
巴拉圭,1130,95353,67953,1991,2.09,1383,689
阿尔及利亚,468,93065,61307,2623,2.82,221,4200
利比亚,560,92577,62720,1324,1.43,1430,647
肯尼亚,0,92459,73979,1604,1.73,181,5095
巴林,176,89444,87490,349,0.39,5733,156
马来西亚,1295,87913,72733,429,0.49,274,3204
吉尔吉斯斯坦,241,78151,71270,1317,1.69,1274,613
爱尔兰,327,76776,23364,2134,2.78,1599,480
乌兹别克斯坦,155,75396,72661,612,0.81,232,3236
北马其顿,881,74732,50852,2169,2.90,-,-
尼日利亚,758,74132,66494,1200,1.62,37,19587
新加坡,12,58353,58233,29,0.05,1007,579
加纳,116,53386,52048,327,0.61,181,2946
阿尔巴尼亚,809,50000,25876,1028,2.06,1706,293
阿富汗,209,49161,38475,2011,4.09,135,3637
韩国,1078,45442,32947,612,1.35,88,5116
萨尔瓦多,265,42397,38481,1219,2.88,661,641
卢森堡,350,42250,33486,418,0.99,7161,59
黑山,345,42148,32097,597,1.42,6798,62
挪威,233,41852,17998,395,0.94,782,535
斯里兰卡,223,34121,25652,157,0.46,162,2095
芬兰,411,31870,20000,466,1.46,575,554
乌干达,402,28168,10005,225,0.80,63,4427
澳大利亚,12,28060,25690,908,3.24,113,2477
拉脱维亚,1023,27495,18153,382,1.39,1432,192
喀麦隆,145,25359,23851,445,1.75,102,2467
苏丹,273,21864,12667,1372,6.28,52,4151
科特迪瓦,70,21775,21335,133,0.61,87,2490
爱沙尼亚,589,19271,12117,160,0.83,1482,130
赞比亚,106,18428,17487,368,2.00,104,1760
马达加斯加,0,17587,16992,259,1.47,66,2626
塞内加尔,120,17336,16349,352,2.03,106,1629
莫桑比克,40,17042,15117,144,0.84,55,3052
纳米比亚,187,16913,14981,164,0.97,655,258
安哥拉,85,16362,8990,372,2.27,53,3077
塞浦路斯,339,15789,2057,84,0.53,1338,118
刚果（金）,0,14597,12773,358,2.45,-,-
几内亚,17,13474,12727,80,0.59,103,1305
马尔代夫,13,13392,12760,48,0.36,3043,44
博茨瓦纳,0,12873,10456,38,0.30,552,233
塔吉克斯坦,0,12777,12212,88,0.69,140,910
牙买加,0,11875,8212,276,2.32,410,289
津巴布韦,164,11522,9599,310,2.69,68,1691
毛里塔尼亚,296,11431,8248,236,2.06,-,-
马耳他,112,11415,9516,180,1.58,2654,43
佛得角,34,11395,11055,110,0.97,2071,55
乌拉圭,389,10418,6895,98,0.94,301,346
海地,9,9597,8280,234,2.44,86,1111
古巴,96,9588,8592,137,1.43,83,1148
伯利兹,134,9511,4514,211,2.22,2502,38
叙利亚,150,9452,4494,543,5.74,51,1828
加蓬,0,9351,9204,63,0.67,453,206
巴哈马,0,7698,6081,164,2.13,1973,39
安道尔,0,7382,6706,79,1.07,10545,7
斯威士兰,87,6912,6476,132,1.91,497,139
特立尼达和多巴哥,15,6900,6204,123,1.78,503,137
卢旺达,85,6832,6036,57,0.83,54,1250
刚果（布）,0,6200,4988,100,1.61,-,-
马拉维,10,6080,5659,187,3.08,31,1916
圭亚那,30,5973,5144,156,2.61,765,78
尼加拉瓜,0,5887,4225,162,2.75,93,628
马里,42,5878,3697,205,3.49,30,1910
吉布提,0,5749,5628,61,1.06,592,97
冰岛,7,5578,5421,28,0.50,1690,33
苏里南,22,5381,5231,117,2.17,960,56
赤道几内亚,0,5195,5061,85,1.64,396,131
中非共和国,0,4936,1924,63,1.28,104,473
索马里,0,4579,3529,121,2.64,30,1518
布基纳法索,91,4300,2940,73,1.70,21,1975
泰国,15,4261,3977,60,1.41,6.2,6918
冈比亚,3,3785,3653,123,3.25,175,216
多哥,29,3295,2821,66,2.00,41,799
贝宁,0,3090,2972,44,1.42,26,1148
塞拉利昂,6,2451,1853,75,3.06,31,771
几内亚比绍,3,2447,2378,44,1.80,128,190
尼日尔,39,2361,1329,82,3.47,10,2231
莱索托,30,2307,1398,44,1.91,102,226
新西兰,4,2100,2032,25,1.19,44,474
也门,1,2085,1384,606,29.06,7.2,2891
圣马力诺,0,1982,1685,52,2.62,6606,3
乍得,13,1784,1611,102,5.72,11,1535
利比里亚,0,1676,1358,83,4.95,34,485
列支敦士登公国,21,1600,1377,21,1.31,-,-
越南,0,1405,1252,35,2.49,1.5,9649
蒙古,1,918,384,0,-,29,312
布隆迪,6,735,640,1,0.14,6.6,1121
巴布亚新几内亚,4,729,601,8,1.10,8.7,841
钻石号邮轮,0,712,699,13,1.83,-,0.37
厄立特里亚,0,711,564,0,-,13,518
摩纳哥,7,678,609,3,0.44,2260,3
科摩罗,5,633,606,7,1.11,76,83
毛里求斯,0,524,489,10,1.91,41,126
坦桑尼亚,0,509,183,21,4.13,0.86,5909
不丹,1,439,408,0,-,54,81
柬埔寨,0,362,319,0,-,2.2,1624
巴巴多斯,1,297,273,7,2.36,106,28
圣卢西亚,0,278,240,4,1.44,-,-
塞舌尔,15,202,184,0,-,224,9
文莱,0,152,148,3,1.97,35,43
安提瓜和巴布达,0,148,138,5,3.38,148,10
圣文森特和格林纳丁斯,0,98,81,0,-,89,11
多米尼克,0,88,83,0,-,125,7
格林纳达,16,85,41,0,-,85,10
斐济,0,46,38,2,4.35,5.1,91
老挝,0,41,36,0,-,0.59,696
马提尼克岛,0,37,0,1,2.70,-,-
东帝汶,0,31,30,0,-,2.3,132
圣基茨和尼维斯,0,28,23,0,-,56,5
梵蒂冈,0,27,15,0,-,-,-
所罗门群岛,0,17,5,0,-,2.7,62
马绍尔群岛,0,4,4,0,-,8.0,5
瓦努阿图,0,1,1,0,-,0.36,28
